,level_0,index,GaiaEDR3,RA_ICRS,DE_ICRS,Plx,Pwd,PM,pmRA,pmDE,Gmag,BPmag,RPmag,TeffH,e_TeffH,loggH,e_loggH,MassH,TeffHe,e_TeffHe,loggHe,e_loggHe,MassHe,Teffmix,e_Teffmix,loggmix,e_loggmix,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,SDSS12,umag,gmag,rmag,imag,zmag,recno,spectype,l,b
4500,28744,127108,1180325320100990464,224.054066733,10.97987145612,3.8062,0.999706,6.338,6.338,-0.014,18.15369987487793,18.114500045776367,18.349300384521484,18638.22,2403.99,8.051265,0.209224,0.650218,19271.33,3315.74,8.187385,0.260534,0.709415,19205.79,3378.86,8.190309,0.263575,266.261688,255.198853,275.919952,272.592468,264.69516,280.29361,J145612.96+105847.5,18.14299964904785,17.990999221801758,18.31800079345703,18.617000579833984,18.83799934387207,437860,DA,10.164054277904421,56.53467593777436
4501,28754,127163,6340164064463085184,224.14019382465,-2.42950595291,6.179,0.999516,28.893,-26.852,10.667,17.0841007232666,17.05430030822754,17.178499221801758,15444.12,687.91,7.78069,0.074509,0.496269,15080.22,680.63,7.791247,0.074586,0.47738,14979.51,670.41,7.792237,0.074845,161.92804,160.301025,164.046921,161.337143,159.501373,162.905869,J145633.67-022546.3,17.16699981689453,16.930999755859375,17.21299934387207,17.44300079345703,17.7549991607666,438180,DA,353.468844060676,47.78262104361777
4502,28762,127176,1592437950528660352,224.15097029031,50.24182189961,5.6793,0.99274,94.644,-92.747,-18.858,18.782699584960938,18.86400032043457,18.630599975585938,9207.0,605.16,8.047132,0.192538,0.626366,8991.28,585.33,7.957758,0.17268,0.553535,8568.62,559.03,7.813897,0.172954,175.479996,170.657913,179.926071,178.293213,172.770432,183.716751,J145636.35+501430.8,19.222999572753906,18.81100082397461,18.815000534057617,18.913999557495117,19.035999298095703,438235,DA,85.56414456422335,56.8175263058501
4503,28776,127210,1160949249455394048,224.18523379182,6.73115720562,7.9109,0.993767,13.924,2.49,13.7,17.75,17.841800689697266,17.657800674438477,9588.82,288.67,7.92958,0.094683,0.55845,9334.23,288.52,7.814376,0.07218,0.475642,8898.56,289.1,7.701842,0.084838,126.09745,124.593414,127.872063,127.092972,124.996712,198.669495,J145644.46+064352.1,18.239999771118164,17.760000228881836,17.83799934387207,17.90999984741211,18.07200050354004,438354,DA,4.246006506671446,53.94536220645285
4504,28785,127227,1296865581185679360,224.20285141084,40.38394322459,6.2844,0.98941,8.974,6.015,6.66,18.518999099731445,18.646400451660156,18.377899169921875,8988.89,496.79,7.960575,0.164038,0.574444,8763.31,487.39,7.866869,0.141406,0.502016,8349.04,456.06,7.733736,0.131968,158.530457,155.115738,161.665955,158.446899,156.194016,161.64711,J145648.68+402302.1,19.01799964904785,18.55699920654297,18.611000061035156,18.64900016784668,18.920000076293945,438419,DA,68.17843265322357,60.9769031515939
4505,28788,127231,1266120732108636160,224.20847565485,23.916140699,4.7267,0.99885,65.301,14.562,-63.657,17.393400192260742,17.375099182128906,17.477699279785156,14557.32,683.06,7.558787,0.069909,0.420458,14823.94,676.25,7.638999,0.082545,0.445167,14728.58,658.76,7.639872,0.081824,211.684875,207.31041,215.201172,208.668488,205.931396,211.594788,J145650.02+235458.8,17.542999267578125,17.27199935913086,17.482999801635742,17.691999435424805,18.006000518798828,438446,DA,33.51248955773373,61.60123144385758
4506,28792,127242,1594100996224870528,224.22995442876,52.96831070518,3.6431,0.998643,38.52,-27.546,26.926,17.622900009155273,17.59600067138672,17.744699478149414,14360.44,792.78,7.372865,0.087411,0.366411,14352.06,733.43,7.428856,0.098445,0.382391,14273.32,714.16,7.430355,0.097808,273.873657,269.082581,279.220978,276.273651,272.004822,281.260986,J145655.23+525805.5,17.73900032043457,17.472999572753906,17.763999938964844,18.042999267578125,18.268999099731445,438525,DA,89.56134574340031,55.25142816639759
4507,28801,127278,1593304189596444800,224.28194521566,50.92342901846,5.912,0.987642,96.934,-89.582,37.031,18.880699157714844,18.987899780273438,18.651899337768555,8319.09,554.49,7.930407,0.201202,0.55513,8163.98,543.28,7.861447,0.185384,0.497576,7799.27,488.27,7.731147,0.16648,169.680939,166.440109,174.880234,169.710098,165.981415,173.824127,J145707.78+505523.9,19.45800018310547,18.98200035095215,18.93199920654297,18.964000701904297,18.958999633789062,438713,DA,86.52415033444679,56.37909776475397
4508,28804,127296,1185256389233887744,224.3081842957,14.53109803362,8.0874,0.994129,66.862,-36.132,56.258,17.712299346923828,17.79669952392578,17.615299224853516,9758.12,312.62,7.971343,0.094809,0.582916,9529.15,317.89,7.860653,0.078023,0.50058,9098.05,325.98,7.746474,0.07715,123.173737,121.655914,124.878288,123.666992,122.390007,125.101891,J145713.98+143151.3,18.22100067138672,17.711999893188477,17.780000686645508,17.89699935913086,18.06999969482422,438804,DA,16.051428594328396,58.143975367734754
4509,28806,127322,1269088618933549312,224.34368248981,27.2859639573,8.2607,0.994357,45.799,33.025,-31.731,17.624399185180664,17.718900680541992,17.54960060119629,9758.5,246.25,7.945023,0.076666,0.567749,9489.9,246.06,7.82345,0.057539,0.480784,9058.37,251.87,7.714788,0.070366,120.55719,119.181137,121.838264,120.821045,119.733406,121.940651,J145722.45+271709.8,18.06100082397461,17.632999420166016,17.72100067138672,17.836000442504883,17.983999252319336,438943,DA,40.59016754218119,62.07416808487117
4510,28810,127345,1262305147586480896,224.36865608893,21.91287753323,3.5133,0.999275,12.264,11.81,-3.306,17.467500686645508,17.356300354003906,17.708200454711914,27372.76,1914.9,7.968844,0.131771,0.623358,33104.95,2982.56,8.09408,0.123378,0.708441,33170.98,3005.09,8.100869,0.123577,284.872467,277.711731,293.47052,296.122925,290.301331,302.241943,J145728.46+215446.4,16.9950008392334,17.222000122070312,17.648000717163086,17.9950008392334,18.297000885009766,439053,DA,29.56509154448415,60.940714413721224
4511,28812,127361,1290013218563364992,224.39345079801,33.83113576655,2.6887,0.998988,11.884,-5.357,-10.608,18.04210090637207,17.953100204467773,18.24720001220703,21985.05,1915.21,7.688568,0.15318,0.473265,25297.27,3221.49,7.806157,0.086956,0.507292,25316.78,3230.13,7.813264,0.085698,371.689606,357.781799,391.786102,372.831909,361.612457,383.797974,J145734.43+334952.2,17.67099952697754,17.816999435424805,18.225000381469727,18.579999923706055,18.882999420166016,439150,DA,54.60528428267956,62.12784389267398
4512,28818,127372,1593813607077359616,224.40742400051,52.19204053708,2.6082,0.999261,18.12,-18.053,-1.562,18.275699615478516,18.207199096679688,18.469900131225586,20102.98,2595.54,7.684798,0.19519,0.46582,21325.42,4249.93,7.824759,0.169125,0.507408,21326.15,4316.19,7.830975,0.170142,384.498749,368.703033,401.568756,396.004639,383.981171,408.085693,J145737.80+521131.3,17.95800018310547,18.059999465942383,18.47100067138672,18.797000885009766,19.025999069213867,439194,DA,88.33218057883794,55.60895377226716
4513,28826,127425,1261405781434998400,224.47386575732,21.02949612012,7.2166,0.991367,65.61,-62.562,-19.764,18.858600616455078,19.018800735473633,18.684099197387695,8652.57,841.22,8.288389,0.255124,0.778215,8423.5,800.71,8.212737,0.259931,0.71088,8060.32,731.68,8.06207,0.268938,139.115753,135.182739,144.086807,142.08754,135.260513,153.04393,J145753.78+210146.3,19.25,18.961000442504883,18.892000198364258,18.937000274658203,19.065000534057617,439460,DC,27.90025859630349,60.5819170788483
4514,28828,127434,1153440336656756864,224.48089528248,1.91197417989,3.3186,0.999616,13.768,-13.717,1.177,18.1835994720459,18.152799606323242,18.36520004272461,19076.53,3431.24,7.878757,0.276078,0.555514,20172.4,4507.3,8.039548,0.309015,0.620961,20115.22,4576.96,8.043006,0.313256,304.256409,291.615479,319.851746,300.317261,285.756836,320.600403,J145755.43+015443.0,17.97599983215332,18.042999267578125,18.357999801635742,18.628999710083008,18.900999069213867,439480,DB,358.56351236390003,50.59191330127297
4515,28830,127439,1269774649765271552,224.48454414197,28.46350845092,10.1548,0.99432,78.642,-68.15,-39.245,17.49329948425293,17.575599670410156,17.355199813842773,9430.42,193.21,8.080094,0.059781,0.647067,9222.58,193.5,7.991054,0.059316,0.573497,8793.02,189.28,7.825082,0.050736,98.3398514,97.5229645,99.1288376,98.2661896,97.27108,99.3347855,J145756.35+282749.0,17.92799949645996,17.527999877929688,17.555999755859375,17.650999069213867,17.804000854492188,439498,DA,43.11862071247891,62.072280764808404
4516,28839,127463,1489152783152553472,224.51220608498,41.28992791103,2.7795,0.999602,28.119,-21.281,18.379,18.815900802612305,18.75510025024414,19.02869987487793,20579.49,3121.57,8.159864,0.245595,0.71896,21772.39,4586.3,8.303594,0.241576,0.786364,21778.43,4634.97,8.309599,0.241935,358.857361,337.138977,381.30368,356.60791,344.247803,371.22345,J145802.95+411723.5,18.725000381469727,18.632999420166016,18.988000869750977,19.280000686645508,19.398000717163086,439623,DA,69.79243590751175,60.4741496965736
4517,28847,127479,1281989124439286912,224.52776170185,29.62220582495,34.9975,0.991923,615.033,142.095,-598.394,15.498100280761719,15.661700248718262,15.19890022277832,7341.56,52.52,7.972813,0.019797,0.576645,7211.02,50.98,7.907436,0.020933,0.520774,6934.24,40.75,7.786134,0.017739,28.5503616,28.5237007,28.5743713,28.5506439,28.5280228,28.5705872,J145806.53+293726.9,16.158000946044922,15.670000076293945,15.54699993133545,15.517000198364258,15.588000297546387,439687,DA,45.59424614034613,62.110925177576355
4518,28849,127482,1296870327126016896,224.53428201072,40.52096249588,5.0922,0.987736,22.845,5.1,-22.268,18.578399658203125,18.647899627685547,18.45800018310547,9759.15,488.88,7.871785,0.153654,0.5269,9704.31,551.63,7.793344,0.133948,0.465914,9278.56,574.45,7.698189,0.14922,195.932434,191.261154,200.97287,194.772781,189.70845,199.983948,J145808.22+403115.7,19.027000427246094,18.566999435424805,18.656999588012695,18.791000366210938,18.929000854492188,439710,DA,68.2924786415559,60.69531740533038
4519,28852,127486,1161864451151220352,224.54239646522,8.85674514107,3.0418,0.99889,16.935,12.544,11.378,18.35099983215332,18.35689926147461,18.477500915527344,13459.74,1585.72,7.477239,0.212204,0.392408,13271.6,1396.65,7.48967,0.231791,0.395399,13188.16,1433.16,7.48782,0.242375,327.018127,310.203735,347.92572,307.967743,297.894592,320.239471,J145810.16+085124.1,18.41200065612793,18.16699981689453,18.511999130249023,18.738000869750977,19.027999877929688,439734,DA,7.535882380981178,54.9375192772385
4520,28862,127509,1180235606824418432,224.57713132023,10.44245372513,5.0626,0.997465,30.991,-2.003,-30.926,18.43280029296875,18.420000076293945,18.412099838256836,11823.88,1117.89,8.128997,0.186744,0.683196,11891.62,1195.07,8.067756,0.222766,0.624749,11675.86,1393.94,8.033478,0.276285,199.400085,192.009277,207.135056,218.531265,210.960098,224.196487,J145818.51+102633.2,18.416000366210938,18.356000900268555,18.55699920654297,18.742000579833984,18.913000106811523,439872,DB,9.867649414245617,55.80959918293349
4521,28865,127513,1181968643308319104,224.58140811087,13.22404307215,4.8631,0.962943,15.727,9.093,12.832,18.868499755859375,19.04990005493164,18.736099243164062,9232.57,853.64,7.860516,0.280719,0.519121,9046.74,890.56,7.799128,0.257971,0.485788,8627.47,859.69,7.657412,0.274032,205.034592,197.459244,213.597763,198.469727,191.137405,206.370392,J145819.53+131326.4,19.371999740600586,18.906999588012695,18.93000030517578,19.020999908447266,19.232999801635742,439890,DA,14.158344481267454,57.2743686728664
4522,28867,127524,1585764636501939712,224.59370054081,43.984853154,5.5406,0.9998,40.283,-30.393,-26.438,17.273300170898438,17.208499908447266,17.431100845336914,17781.65,822.5,7.972752,0.071049,0.603341,17790.94,1128.77,8.064697,0.104791,0.632092,17727.36,1149.15,8.068728,0.105219,181.141495,178.899902,182.809418,181.767868,180.128967,183.522568,J145822.52+435905.8,16.9950008392334,17.070999145507812,17.445999145507812,17.71500015258789,18.006000518798828,439943,DB,74.78659408172705,59.46249399393935
4523,28870,127552,1180021786172275712,224.63586279934,10.13832413384,6.3973,0.999575,30.047,-28.71,-8.863,16.449100494384766,16.353099822998047,16.628000259399414,20755.6,983.5,7.811001,0.06931,0.525792,22534.64,2552.38,7.955093,0.061249,0.577492,22552.49,2605.5,7.961605,0.061792,156.414124,155.106186,157.714355,156.122437,154.71788,157.259277,J145832.63+100818.1,16.089000701904297,16.246000289916992,16.659000396728516,16.929000854492188,17.218000411987305,440124,DB,9.47618478918752,55.592406673323474
4524,28876,127565,1617545397331829376,224.66063467729,60.46727436042,8.1029,0.997313,25.201,-12.653,21.795,17.719200134277344,17.729900360107422,17.791400909423828,13487.39,810.37,8.480287,0.056894,0.911674,12828.83,551.54,8.397029,0.074046,0.838331,12707.1,581.24,8.388475,0.081978,123.320923,122.171494,124.541763,123.080376,122.093361,123.983879,J145838.57+602801.8,17.878000259399414,17.60700035095215,17.825000762939453,18.055999755859375,18.33099937438965,440220,DA,98.9287090244155,50.31596288473543
4525,28885,127576,1295128868210590208,224.66970802994,37.27041813657,2.9068,0.9997,11.878,-9.346,-7.332,18.65760040283203,18.631799697875977,18.849300384521484,16461.22,2173.79,7.848566,0.237239,0.533115,16384.94,2740.71,7.911906,0.327433,0.542531,16327.38,2837.09,7.91801,0.334829,345.674744,324.644073,366.021301,364.825714,342.448303,383.112549,J145840.74+371613.5,18.54800033569336,18.45599937438965,18.798999786376953,19.097000122070312,19.41900062561035,440259,DA,61.73101697365659,61.40145968559173
4526,28890,127586,1261328162785706752,224.68279151399,20.58923023934,8.0519,0.988522,22.67,-13.966,-17.857,17.597999572753906,17.669200897216797,17.473400115966797,9598.38,317.83,7.836816,0.096837,0.507628,9395.36,321.03,7.767829,0.067239,0.47489,8950.05,324.5,7.630557,0.091091,123.684593,122.365013,125.043518,123.566589,121.998657,124.930298,J145843.88+203521.4,18.045000076293945,17.61400032043457,17.663999557495117,17.775999069213867,17.957000732421875,440304,DA,27.180911961911143,60.256525798137
4527,28899,127633,1612308182930964608,224.73435477434,54.65406214337,6.0182,0.993706,46.81,-45.68,10.225,18.656999588012695,18.726499557495117,18.51129913330078,9438.96,482.77,8.104188,0.14965,0.661967,9276.3,499.33,8.026345,0.150159,0.594666,8851.96,490.3,7.865953,0.149868,165.940292,162.567444,169.656418,166.164932,163.52037,169.556564,J145856.32+543914.4,19.06599998474121,18.69499969482422,18.72599983215332,18.829999923706055,18.964000701904297,440517,DA,91.60559939793787,54.01416307465856
4528,28901,127637,1290050262657404544,224.73985004531,34.27883579077,12.2667,0.996535,89.993,-86.491,-24.86,18.473800659179688,18.660999298095703,18.1643009185791,7246.52,218.7,8.395431,0.078721,0.846308,7112.9,216.28,8.336361,0.084735,0.791386,6872.75,164.8,8.211012,0.090244,81.3724976,80.4862366,82.5274048,81.9245148,80.8344574,83.0098038,J145857.65+341644.1,19.26799964904785,18.660999298095703,18.49799919128418,18.45800018310547,18.518999099731445,440536,DC,55.49313980816929,61.79823232915244
4529,28904,127648,1261135576452336384,224.75361647952,20.37248646916,2.6475,0.998555,18.646,1.169,-18.61,18.659900665283203,18.6564998626709,18.756000518798828,15384.81,2712.57,7.597971,0.292438,0.434358,15647.33,2964.78,7.691552,0.375745,0.464169,15554.46,2995.84,7.693414,0.382044,385.565643,362.619354,417.16214,356.246704,345.611328,369.341034,J145900.86+202221.1,18.552000045776367,18.566999435424805,18.79599952697754,19.027999877929688,19.273000717163086,440586,DB,26.812593287261908,60.122907825379784
4530,28907,127651,1297023949516011776,224.75437251972,41.38601923896,6.2415,0.995686,42.977,-42.696,-4.903,18.447500228881836,18.507099151611328,18.431100845336914,10988.2,656.89,8.322848,0.124965,0.805512,10631.55,642.54,8.202393,0.132365,0.707537,10303.4,724.56,8.11981,0.171567,160.287262,156.776825,163.381973,159.775833,157.152817,162.402618,J145901.09+412309.7,18.80699920654297,18.424999237060547,18.542999267578125,18.68899917602539,18.833999633789062,440592,DA,69.8596131040238,60.271194125015676
4531,28915,127669,1612418550706488704,224.78198027216,55.52127704297,3.7725,0.997604,24.625,-21.1,12.695,18.707500457763672,18.680099487304688,18.764299392700195,13833.3,1309.81,8.060808,0.160117,0.64581,13195.03,1137.03,7.993661,0.197664,0.582764,13099.87,1170.88,7.989952,0.208966,267.126587,257.460419,277.047211,266.357086,259.913422,273.619507,J145907.71+553116.4,18.51099967956543,18.54400062561035,18.80500030517578,19.066999435424805,19.149999618530273,440682,DB,92.74365461181107,53.466643516773985
4532,28924,127699,1155118397559143808,224.8081956323,4.19626971877,3.8638,0.999668,23.108,-20.926,9.802,18.006799697875977,17.957300186157227,18.228500366210938,20007.34,2425.27,8.058979,0.193196,0.657557,20918.48,3295.63,8.199471,0.201678,0.719102,20899.15,3338.98,8.204698,0.203016,258.64325,249.876114,269.456207,285.076691,278.191437,292.134186,J145913.98+041146.4,17.881999969482422,17.823999404907227,18.18400001525879,18.468000411987305,18.80500030517578,440792,DA,1.6414433146170595,51.861097982487394
4533,28926,127713,1161918224141416448,224.81919832465,9.36178909924,6.0574,0.986175,8.601,7.45,-4.297,18.806900024414062,18.959699630737305,18.629899978637695,8458.77,743.52,7.951862,0.269094,0.567852,8255.87,721.86,7.868693,0.252085,0.501747,7884.56,650.19,7.736697,0.23681,166.733826,161.61377,172.343735,168.676315,161.547821,175.956406,J145916.59+092142.5,19.302000045776367,18.85099983215332,18.847999572753906,18.891000747680664,18.999000549316406,440842,DA,8.529446483352094,55.004885903646
4534,28936,127745,1261026110620591232,224.85975885263,19.68248962961,8.2091,0.990208,15.721,8.777,-13.042,18.496700286865234,18.67020034790039,18.270200729370117,7906.58,604.18,8.026047,0.223545,0.609985,7736.09,578.98,7.953668,0.212276,0.548406,7411.1,547.31,7.819829,0.18934,122.329323,119.402199,124.677277,122.248558,119.650787,124.766701,J145926.34+194057.1,18.981000900268555,18.652000427246094,18.55299949645996,18.59600067138672,18.635000228881836,440995,DA,25.583505361015348,59.79509587440718
4535,28946,127768,1619171098288924416,224.87994390024,61.58406297803,2.6605,0.999648,25.117,-15.746,-19.569,18.751100540161133,18.731399536132812,18.931699752807617,16774.33,2489.81,7.795183,0.248676,0.507001,17190.5,3343.19,7.909645,0.350045,0.542767,17128.3,3427.81,7.914469,0.353976,378.12558,359.260223,399.976227,398.935486,388.278992,409.363495,J145931.22+613503.0,18.485000610351562,18.576000213623047,18.913999557495117,19.22100067138672,19.510000228881836,441097,DB,100.08226892995809,49.475508773651036
4536,28947,127770,1296597575226994944,224.88380917301,39.72591343748,2.0601,0.998658,9.191,4.431,-8.053,18.537099838256836,18.410400390625,18.8346004486084,30992.94,5863.5,8.119368,0.335607,0.718792,38518.89,7574.35,8.224551,0.288078,0.793614,38472.49,7723.98,8.230106,0.288839,493.415283,469.538239,525.883606,539.583252,520.107422,559.075989,J145932.10+394333.3,18.135000228881836,18.31599998474121,18.73900032043457,19.08799934387207,19.354999542236328,441114,DA,66.58078825504145,60.66388334539744
4537,28953,127777,1236989235954498304,224.89668717239,19.47185035745,4.6562,0.997874,48.79,-48.789,-0.372,18.47100067138672,18.468299865722656,18.489700317382812,12906.48,1866.24,8.113943,0.180166,0.676139,12534.11,1399.56,8.036198,0.237377,0.606725,12401.49,1516.81,8.022235,0.270181,213.994049,206.963913,220.682999,222.520966,217.037064,228.671753,J145935.24+192818.6,18.361000061035156,18.43000030517578,18.608999252319336,18.801000595092773,19.054000854492188,441177,DB,25.216274840034004,59.68861791689213
4538,28963,127795,1267768144123953280,224.91968661325,24.76475213801,11.8428,0.990055,111.781,-61.472,-93.36,16.30620002746582,16.282800674438477,16.33049964904785,13023.09,240.18,8.046524,0.023,0.6355,12754.02,194.13,7.995549,0.031188,0.583092,12638.94,206.23,7.985957,0.03464,84.3552551,84.0718307,84.6848068,84.3261108,83.9433517,84.627388,J145940.78+244554.1,16.201000213623047,16.194000244140625,16.44499969482422,16.639999389648438,16.82699966430664,441266,DB,35.53429302748715,61.15171707396056
4539,28967,127819,6340961931947961728,224.94603855563,-0.6654425676,3.5111,0.998908,59.246,-2.578,-59.19,18.52519989013672,18.49880027770996,18.596099853515625,15189.87,2197.69,7.894766,0.254055,0.55432,15101.67,2207.22,7.927904,0.30118,0.548976,14994.94,2175.03,7.928285,0.301366,285.911682,275.065399,305.242188,289.67511,278.947205,301.922089,J145947.05-003954.5,18.336000442504883,18.3700008392334,18.66200065612793,18.90999984741211,19.136999130249023,441382,DB,356.18179437598656,48.47726273818262
4540,28983,127910,1180365898951849216,225.04994052102,10.86130507212,1.4012,0.98624,8.829,8.753,-1.15,18.765600204467773,18.667200088500977,18.853700637817383,19591.1,6629.21,7.155925,0.671201,0.326935,19220.98,7232.24,7.255119,0.635138,0.35751,19228.95,7436.56,7.261448,0.640498,712.239319,612.094116,851.442017,404.652466,388.405121,712.638489,J150011.97+105140.7,18.724000930786133,18.607999801635742,18.91900062561035,19.22100067138672,19.350000381469727,441797,DA,10.942066114786131,55.650432332094276
4541,29001,127992,1161374824879398784,225.15825736742,7.35494719906,6.7984,0.992679,65.187,-60.58,-24.069,18.895700454711914,18.99920082092285,18.77910041809082,9729.88,826.94,8.479196,0.218859,0.905405,9467.64,821.77,8.398033,0.216919,0.835399,9063.54,814.57,8.273975,0.251179,147.458466,141.900772,154.43367,156.599823,150.455551,161.870026,J150038.02+072118.2,19.31100082397461,18.97599983215332,18.94300079345703,19.017000198364258,19.243999481201172,442211,DC,6.0771498271162345,53.558765243988304
4542,29004,128001,1183696903788548096,225.16940960427,14.49335828653,3.2743,0.999693,29.382,-3.94,-29.117,18.252099990844727,18.194700241088867,18.459400177001953,20716.18,2591.58,8.013146,0.209205,0.632706,21761.03,4004.08,8.146607,0.204076,0.68745,21772.06,4053.97,8.153055,0.204373,306.272919,293.986267,323.409149,304.675568,291.608734,326.46347,J150040.65+142936.5,18.163000106811523,18.06999969482422,18.434999465942383,18.663000106811523,18.945999145507812,442254,DA,16.727902180381488,57.391380800731056
4543,29013,128018,1619470371609676288,225.18738993913,62.18529170196,4.4048,0.999471,23.746,-22.006,-8.925,17.114599227905273,17.022499084472656,17.340299606323242,22712.25,1007.26,7.835002,0.07087,0.542951,26532.25,1483.21,7.957293,0.062494,0.586171,26563.44,1490.01,7.964636,0.062582,227.509857,225.168091,230.765717,227.317123,224.764816,230.02179,J150045.01+621107.2,16.96500015258789,16.92799949645996,17.33099937438965,17.61199951171875,17.93199920654297,442338,DA,100.59741456531236,48.956626597998394
4544,29016,128020,1587500799722391040,225.18898633247,47.87935288077,1.9683,0.993826,41.685,-41.618,-2.359,18.88159942626953,18.920499801635742,18.956499099731445,11912.17,1043.81,7.065187,0.195858,0.274706,12224.19,1019.44,7.105029,0.227405,0.284446,12072.7,1148.08,7.087206,0.256039,506.00528,468.078339,554.770752,462.703888,415.830292,520.599365,J150045.41+475245.6,19.211999893188477,18.742000579833984,18.990999221801758,19.197999954223633,19.37299919128418,442343,DA,81.17132913931209,57.415632958274585
4545,29020,128027,1594149202938555008,225.19762641743,53.21418650558,4.763,0.995262,25.23,5.488,-24.625,18.815000534057617,18.78619956970215,18.694599151611328,10465.14,1291.54,8.096283,0.293179,0.659718,10450.19,1410.52,8.022943,0.289669,0.595005,10073.11,1598.85,7.918271,0.374396,211.253464,205.476379,215.971405,211.008804,205.082306,216.684265,J150047.41+531251.3,19.72800064086914,18.850000381469727,18.89900016784668,18.83099937438965,19.757999420166016,442380,DA,89.32899561055355,54.634706148937454
4546,29023,128040,1155085515289371392,225.21114403706,4.07502571234,2.7233,0.999184,40.342,-39.999,5.248,18.054000854492188,17.96269989013672,18.310400009155273,26552.07,3531.84,7.9443,0.253163,0.608435,31864.96,5574.01,8.073027,0.238649,0.694216,31932.89,5626.06,8.079998,0.238777,369.803192,352.832001,390.931549,369.562012,353.64978,401.434174,J150050.71+040430.0,17.739999771118164,17.84600067138672,18.253000259399414,18.551000595092773,18.785999298095703,442432,DA,1.9105726738991868,51.47591956736559
4547,29035,128057,1592239450023636224,225.23965321774,49.52073117119,6.1018,0.994125,42.026,-14.164,-39.567,18.781700134277344,18.848400115966797,18.645200729370117,9543.13,657.04,8.229082,0.185407,0.741495,9294.43,640.38,8.137885,0.180264,0.66388,8871.89,629.53,7.98602,0.209456,162.70311,159.394882,166.828354,165.788727,161.921707,170.011215,J150057.53+493115.1,19.208999633789062,18.825000762939453,18.854000091552734,18.867000579833984,19.04400062561035,442537,DA,83.77851577536022,56.59113107279353
4548,29037,128059,1592039686800972416,225.24116930408,48.66731167418,8.6796,0.993809,33.458,33.062,-5.137,18.654199600219727,18.78070068359375,18.438100814819336,8225.29,430.21,8.313684,0.133388,0.79403,8034.52,400.4,8.247094,0.13537,0.732992,7702.85,366.59,8.102803,0.137663,115.009499,113.069321,116.887817,115.803291,113.415176,144.193283,J150057.83+484002.3,19.652000427246094,18.760000228881836,18.64299964904785,18.71299934387207,18.743999481201172,442542,DC,82.42076416237913,57.0102478572349
4549,29039,128069,1268708982479966208,225.25610626053,27.39395281059,6.4805,0.998452,27.849,-27.387,-5.054,17.79170036315918,17.762699127197266,17.82430076599121,13559.62,851.22,8.206069,0.080794,0.735052,13119.95,698.39,8.153021,0.106477,0.67952,13019.59,722.18,8.148435,0.113879,153.714157,151.54686,156.223389,153.833908,151.602737,156.2005,J150101.48+272338.3,17.66900062561035,17.683000564575195,17.916000366210938,18.11199951171875,18.275999069213867,442596,DC,41.02565854306729,61.28303180060918
4550,29057,128140,1294822035746768384,225.33421909098,36.18955363892,6.6558,0.992252,39.567,0.668,39.561,18.370800018310547,18.453899383544922,18.206300735473633,9113.31,355.4,7.976479,0.12106,0.584053,8946.45,357.31,7.897176,0.105638,0.519088,8521.03,339.24,7.761153,0.096976,149.667603,146.677826,152.49736,150.754745,148.586807,152.956818,J150120.20+361121.8,18.875,18.42799949645996,18.444000244140625,18.514999389648438,18.648000717163086,442926,DA,59.32418353684449,61.06883855832713
4551,29059,128154,1153132610839857280,225.35245546156,0.90835875084,6.7184,0.994495,34.653,-26.646,-22.154,18.09429931640625,18.171600341796875,18.022199630737305,10052.27,662.14,8.010762,0.175215,0.606896,9760.02,639.85,7.882287,0.151039,0.512901,9342.86,675.61,7.774372,0.173356,148.430481,145.138641,151.817123,150.089981,147.274521,153.415314,J150124.61+005430.4,18.586000442504883,18.106000900268555,18.17300033569336,18.2810001373291,18.45800018310547,443002,DA,358.33878431742977,49.270754592985604
4552,29063,128172,1187182424368111488,225.38060711372,16.36391892034,3.8305,0.999723,35.474,-19.643,-29.54,17.913400650024414,17.8528995513916,18.0669002532959,18415.55,1559.86,7.878221,0.149592,0.553538,18402.95,2053.39,7.971651,0.19649,0.579107,18347.4,2089.74,7.975759,0.197361,261.652679,254.639893,269.772827,265.492523,253.205353,274.253082,J150131.36+162150.4,17.826000213623047,17.724000930786133,18.094999313354492,18.371000289916992,18.694000244140625,443119,DA,20.02945784674137,58.04897662494641
4553,29065,128175,1261923724426167168,225.38456113512,21.8031039348,9.8982,0.999829,37.934,-33.559,-17.685,16.004899978637695,15.939299583435059,16.146799087524414,17689.28,467.04,7.950607,0.038655,0.590781,17976.87,630.69,8.065362,0.055059,0.632768,17913.67,642.39,8.069238,0.055339,100.802467,100.316345,101.252495,100.885956,100.377678,101.334885,J150132.32+214811.4,15.916000366210938,15.800000190734863,16.15399932861328,16.458999633789062,16.73900032043457,443130,DA,29.90410752456091,60.00629232406808
4554,29069,128198,1263184035333875584,225.41039826271,24.13654284492,5.0119,0.966477,54.258,-6.519,-53.865,18.32159996032715,18.412500381469727,18.181299209594727,9364.06,285.27,7.582696,0.099948,0.409086,9261.02,305.46,7.542028,0.096515,0.39477,8808.36,304.44,7.384807,0.114144,199.107422,193.605621,203.663895,193.816208,189.687714,198.064651,J150138.50+240812.2,18.850000381469727,18.37700080871582,18.402999877929688,18.479000091552734,18.582000732421875,443241,DA,34.46896132027569,60.5814382205965
